name,age,gender,salary,education,years of service
William Holland,28,Male,60598,Ph.D.,26
Jennifer Waters,39,Male,68043,Bachelor's,20
Savannah Downs,46,Male,58831,Bachelor's,30
Alan Anderson,48,Female,75489,M.S.,18
Harry Williams,53,Male,95156,Bachelor's,7
Patrick Moon,34,Male,57840,M.S.,1
Melinda Rivera,56,Male,59601,Bachelor's,5
Nina Jackson,29,Male,72253,M.S.,14
Jasmine Garcia,49,Male,64923,Bachelor's,1
Traci Williams,53,Female,67728,Bachelor's,27
Katherine Hartman,27,Male,88146,Bachelor's,5
Brad Blair,30,Female,66325,Ph.D.,25
John Rodriguez,48,Male,87170,Ph.D.,23
Laura Collins,61,Male,72729,Ph.D.,5
Mr. Jeffrey Chase,36,Male,97357,Bachelor's,20
Daniel Martin,33,Male,75967,M.S.,23
Alan Armstrong,29,Male,96139,Ph.D.,17
Timothy Mcdaniel,49,Female,97369,M.S.,24
Anthony Ward,33,Male,88120,Bachelor's,8
Charles Jordan,39,Female,59256,Bachelor's,22
Daniel Fitzgerald,38,Female,65685,M.S.,7
Rachel Pena,28,Female,53312,Bachelor's,7
Luke Delgado,33,Female,55088,Bachelor's,30
Margaret Obrien,65,Female,76653,Ph.D.,9
Joseph Miller,63,Male,67827,M.S.,18
Michael Clay,25,Female,60321,Bachelor's,29
Jerry Bryan,48,Male,63450,M.S.,11
Mary Malone,29,Male,76688,M.S.,4
Karen Herrera,36,Female,85604,M.S.,24
Jessica Stewart,50,Female,78726,Ph.D.,22
Lauren Mcintyre,25,Female,58081,M.S.,18
Troy Alvarez,58,Male,85253,Ph.D.,27
Nicole Bennett,32,Female,81354,Bachelor's,19
Darrell Shepherd,41,Female,62998,M.S.,19
Brandi Moore,41,Female,82147,Bachelor's,4
Taylor Henderson,65,Male,63166,M.S.,19
Amanda Tate,41,Female,62720,M.S.,6
Lisa Maldonado,29,Female,76853,Ph.D.,28
Diane Edwards,54,Male,66715,Bachelor's,17
Christopher Moore,60,Female,59774,Bachelor's,18
Zachary Reyes DDS,48,Female,55087,M.S.,2
Mark Hart,44,Male,68258,Bachelor's,26
Cheryl Allison,34,Male,84608,Ph.D.,26
Christopher Garrett,33,Male,80954,Ph.D.,28
Paula Garcia,26,Female,74770,Bachelor's,27
Anthony Adams,63,Male,95429,M.S.,21
Laurie Valdez,55,Male,50525,Ph.D.,22
Elizabeth Rogers,35,Male,93356,Ph.D.,17
Miss Theresa Mitchell,65,Female,74469,Bachelor's,1
Crystal Harper,36,Male,78744,Bachelor's,18
Marcus Allen,36,Female,98935,M.S.,18
Holly Tanner,41,Male,84617,Ph.D.,13
Tracy Costa,62,Male,64623,Ph.D.,2
Andrew White,47,Female,94951,Bachelor's,19
Douglas Garcia,35,Male,78053,Ph.D.,8
Ricardo Miller,64,Female,99050,Ph.D.,13
Nicholas Simmons,33,Male,52271,M.S.,12
Diane Brown,47,Female,78650,Ph.D.,3
Heather Fernandez,50,Male,59678,M.S.,26
Bryan Phillips,58,Male,74681,M.S.,7
Kimberly Knox,44,Female,75752,Bachelor's,2
Scott Thomas,45,Male,78097,Ph.D.,14
Robert Briggs,53,Female,57673,Ph.D.,29
Edward Mitchell,64,Female,62977,M.S.,23
Gabriella Phillips,62,Female,53723,M.S.,16
Sean Taylor,56,Male,98631,Ph.D.,27
Robert Wells,43,Male,84907,Bachelor's,30
Samantha Moore,37,Female,94902,Bachelor's,22
Bryan Shaw,33,Male,85650,M.S.,14
Patrick Thornton,45,Female,59660,Bachelor's,23
Gina Jackson,25,Female,52072,Ph.D.,12
Jane Cummings,43,Female,85158,M.S.,13
Rhonda Washington,43,Female,86897,Ph.D.,17
Philip Edwards,42,Male,96081,M.S.,8
Victoria Welch,65,Male,93356,Bachelor's,18
Scott Dunn,47,Male,69876,Bachelor's,21
James Frey,27,Female,67553,Ph.D.,9
Joseph Castro,42,Female,65485,Bachelor's,18
Joshua Mills,48,Male,70259,Ph.D.,6
Karen Garcia,57,Male,59991,Bachelor's,8
Joanne Clark,35,Male,59829,M.S.,7
Robert Young,55,Female,98989,Bachelor's,5
Michelle Brown,27,Male,90449,Bachelor's,19
Lisa Conway,54,Female,72440,M.S.,9
Paige Villarreal,41,Male,75238,Bachelor's,19
Natasha Burns,34,Female,60803,M.S.,24
Brittney Hall,60,Male,87723,M.S.,17
Alicia Johnson,25,Female,63037,Bachelor's,7
John Stein,43,Female,51857,Bachelor's,15
Darlene Turner,57,Female,99657,M.S.,29
Jesus Rogers,30,Male,51733,M.S.,5
Andrea Cunningham,29,Male,84912,M.S.,29
Justin Thompson,34,Male,71403,Ph.D.,2
Patrick Logan,47,Female,94885,M.S.,21
James Olson,27,Male,93001,Bachelor's,23
Sharon Martinez,55,Female,95414,Ph.D.,27
Christina Dixon,32,Female,59655,Bachelor's,20
Heather Lester,58,Female,75765,Bachelor's,26
Amber White,40,Male,67704,Bachelor's,27
Daniel Santana,57,Female,76918,M.S.,14
Becky Figueroa,30,Male,67611,Ph.D.,19
Gene Hebert,64,Female,93536,Bachelor's,16
Steven House,54,Male,61649,Bachelor's,17
Morgan Taylor,61,Female,67903,Ph.D.,30
Brenda Kirk,58,Female,58999,Bachelor's,2
Brittney Greene,50,Female,65413,M.S.,23
Denise Randall,28,Female,51847,M.S.,3
Tony Walker,55,Male,59623,Ph.D.,3
Robert Carter,40,Female,65182,Ph.D.,2
Brittany Guerrero,25,Male,75233,Ph.D.,4
Elizabeth Bates,64,Female,54247,Bachelor's,14
Bryan Ferrell,54,Male,79521,Bachelor's,22
Daisy Robinson,39,Female,87867,Bachelor's,15
Timothy James,27,Female,90966,Bachelor's,16
Debbie Deleon,39,Female,60272,M.S.,19
Steven Fischer,54,Male,93226,M.S.,15
Matthew Scott,60,Female,64766,M.S.,22
Angela Branch,49,Female,83475,Bachelor's,30
Mrs. Jade Mcclain,29,Female,62512,M.S.,14
Michelle Lewis,62,Male,78336,Ph.D.,9
Jesse Warner,46,Male,96694,M.S.,20
Shawn Olson,27,Male,95846,Ph.D.,10
Steven Pittman,28,Male,72270,Ph.D.,27
Adam Dominguez,63,Male,90221,Bachelor's,5
Corey Bailey Jr.,26,Male,51806,M.S.,11
Jessica Perez,56,Female,67172,M.S.,6
Heather Novak,45,Female,89719,Ph.D.,30
Paula Murray,26,Female,64389,M.S.,12
Robert Larson,34,Female,86882,M.S.,12
Daniel Medina,42,Female,83631,Ph.D.,5
Jason Cooper,28,Male,75298,Ph.D.,2
Alejandro Gibbs,28,Male,65992,Ph.D.,2
Billy Wagner,27,Female,62522,M.S.,23
Jason Taylor,41,Male,90261,M.S.,13
Jeffrey Juarez,43,Female,87541,Ph.D.,21
Mark Smith,36,Male,57761,M.S.,16
Richard Mcintyre,52,Female,97800,Bachelor's,8
Tonya Tate,43,Female,78069,M.S.,27
Deanna Jenkins,25,Female,63719,Ph.D.,9
Jim Daniels,54,Female,89720,M.S.,17
Ricky Rogers,52,Male,87286,Bachelor's,4
Sylvia Pollard,47,Female,64125,Ph.D.,21
Tonya Smith,32,Male,69593,Ph.D.,27
Stephen Smith,58,Female,84384,M.S.,26
Jay Wang,58,Male,53333,Bachelor's,18
Brenda Bean,53,Male,68282,M.S.,2
Richard Thomas,33,Female,53360,Ph.D.,16
Oscar Simmons,28,Female,61768,Ph.D.,13
Keith Walker,35,Male,67764,Bachelor's,30
Jason Turner,41,Female,71386,Bachelor's,10
Julie Mills,58,Male,87457,Ph.D.,5
Donna Stark,45,Male,93247,M.S.,19
Nichole Miller,57,Male,67694,M.S.,4
Kristy Obrien,56,Female,54091,Bachelor's,27
Jasmine Day,27,Male,87058,M.S.,6
Leon Holmes,31,Male,70367,M.S.,3
Cheryl Jones,46,Male,84046,Ph.D.,13
Brian Holloway,31,Female,82029,Ph.D.,5
Eddie Williams DVM,37,Male,52104,Bachelor's,10
Michael Freeman,60,Male,94255,Ph.D.,8
Deanna Davis,26,Male,76156,Bachelor's,29
Tracey Garcia,52,Male,59407,M.S.,1
Herbert Sanchez,48,Female,95470,Bachelor's,19
John Blanchard,54,Female,63456,M.S.,19
Brian Cooper,33,Female,54780,Ph.D.,30
Mr. Jonathan Snyder,49,Female,78580,Bachelor's,11
Jill Key,44,Female,77538,M.S.,5
Laura Andrews,31,Male,63892,Ph.D.,2
Daniel Knapp,61,Male,60108,M.S.,19
Virginia Rivera,50,Female,78465,Bachelor's,19
Scott Hester,51,Male,96079,Ph.D.,5
William Meadows,46,Male,93289,M.S.,4
Evan Paul,65,Female,81400,M.S.,26
David Mahoney,55,Female,72251,Ph.D.,22
Nancy Johnson,59,Female,58867,Ph.D.,28
Brandon Bailey,56,Male,63460,Ph.D.,16
Shelly Warren,33,Female,74131,Bachelor's,18
Ronald Rivera,59,Female,61163,M.S.,3
Gregory Adams,61,Female,91076,M.S.,9
Kelsey Friedman,37,Female,87228,Bachelor's,27
Erica Hernandez MD,45,Female,61777,Bachelor's,23
Rachel Curtis,49,Female,61296,Bachelor's,22
Jaclyn Perry,47,Female,99703,Ph.D.,10
Kathryn Carter,39,Male,50636,M.S.,9
Adam Mitchell,27,Female,78701,Ph.D.,14
Rachel Edwards,62,Male,71829,Ph.D.,27
Angela Sanders,60,Female,70979,Ph.D.,2
Gregory Brown,37,Male,81005,M.S.,14
Jennifer Norris,42,Female,55386,Ph.D.,3
Kevin Anderson,45,Male,52916,Ph.D.,30
Katherine Meyers,53,Female,58988,Bachelor's,6
Roger Moore,33,Male,99116,M.S.,26
Kelly Contreras,59,Female,93982,M.S.,15
Diane Fuller,61,Male,93944,Ph.D.,20
Juan Payne,43,Male,57642,Bachelor's,25
Nathan Kelly,57,Male,69236,Ph.D.,19
Richard Smith,47,Male,55345,M.S.,10
Kerry Salazar,64,Male,61251,Ph.D.,6
Amy Farrell,41,Female,78762,Bachelor's,25
Amanda Wright,25,Male,66108,Bachelor's,12
Brittney Perez,54,Male,87244,Ph.D.,13
Stephanie Williams,25,Female,90987,M.S.,14
Bryan Hart,48,Female,91128,M.S.,29
Mr. Lance Franklin MD,41,Female,89696,Ph.D.,2
Michael Bryant,58,Male,54829,M.S.,25
Troy Wang,34,Female,51880,M.S.,21
Rebecca King,53,Female,79533,Ph.D.,22
Jason Hoover,54,Female,70342,Ph.D.,14
Geoffrey Evans,63,Female,59895,Bachelor's,30
Matthew Rose,28,Male,62499,Bachelor's,19
Sandra Knight,26,Male,83019,Ph.D.,4
Theresa Wilson,43,Male,51691,Ph.D.,16
Haley Gray MD,53,Male,53138,Ph.D.,30
Michael Myers,38,Female,66353,Ph.D.,24
Greg Marshall,42,Female,78081,Ph.D.,20
Kevin Johnson,62,Male,55786,Ph.D.,2
Alice Lopez,50,Female,97305,M.S.,4
Lori Miller,47,Male,55538,M.S.,30
Rhonda Lopez,60,Male,65203,M.S.,8
Julia Bell,56,Male,60791,Bachelor's,5
Sherry Ford DVM,53,Male,81079,Bachelor's,18
William Carpenter,44,Male,57163,M.S.,12
Rebecca Hayes,31,Male,79629,Ph.D.,22
Richard Shields Jr.,54,Female,76781,Bachelor's,28
Kaitlyn Pitts,37,Male,52509,Ph.D.,27
Emily Colon,47,Female,70492,Bachelor's,27
Nathan Peterson,37,Male,90699,Ph.D.,19
Ann Howell,39,Male,93336,M.S.,5
Thomas Fry,42,Female,68132,M.S.,2
Paul Payne DDS,60,Female,92126,M.S.,24
Katrina Galvan,43,Female,87082,Ph.D.,22
Karen Donovan,59,Female,77399,M.S.,6
George Herrera,53,Male,77828,Ph.D.,22
Jerry Bailey,56,Female,84026,Ph.D.,30
Rodney Blair,61,Male,54486,M.S.,25
Kristine Lopez,50,Male,91003,Bachelor's,27
Melissa Oneill,50,Male,54342,M.S.,30
Paul Thomas,43,Male,51465,M.S.,1
Lisa Smith,59,Female,88429,Bachelor's,1
Brittany Stanley,42,Male,90351,M.S.,30
Meredith Jones,51,Male,65276,Ph.D.,3
Stacey Horton,62,Male,63507,Bachelor's,28
Curtis Alvarez,45,Male,80644,Ph.D.,3
Tommy Andrade,27,Female,96993,Ph.D.,14
Amanda Coleman,33,Female,92517,Ph.D.,24
George Rogers,32,Male,76750,Ph.D.,13
Christopher Martinez,44,Male,99367,Ph.D.,12
Adam Moore,27,Female,78583,Ph.D.,7
Madison Richards,40,Male,50970,Ph.D.,22
Edward Hurley,37,Male,82216,M.S.,15
Todd Harvey,32,Male,94289,Bachelor's,14
Teresa Hernandez,64,Female,71847,M.S.,22
Michael Johnston,30,Female,50022,M.S.,29
Cory Nash,53,Male,59060,Bachelor's,15
Christopher Wallace,25,Male,63074,M.S.,6
Tina Carroll,46,Female,98135,M.S.,11
Rachel Green,48,Female,62342,M.S.,20
Anna Garcia,56,Female,95304,Bachelor's,27
Scott Sanchez,35,Female,73133,Ph.D.,30
Pamela Miranda,64,Male,98650,M.S.,25
Lauren Wong,50,Male,56108,M.S.,12
Anne Nichols,46,Female,75425,Ph.D.,16
Kristine Harrison,56,Female,61457,Ph.D.,23
Angela Jacobson,59,Male,66655,Bachelor's,2
Devin Smith,58,Female,60203,Ph.D.,25
Joshua Weiss,55,Male,87365,Ph.D.,8
Robert Kelly,50,Female,54853,Ph.D.,26
Kristina Hinton,47,Female,88092,M.S.,23
Maria Mccarty,26,Male,56578,Bachelor's,10
Cassandra Fernandez,49,Male,51633,Ph.D.,16
John Price,30,Male,58787,Bachelor's,9
Jared Wade,64,Female,63909,Ph.D.,17
Robert Barnes,42,Female,89194,Ph.D.,15
Ryan Davis,31,Male,74761,Bachelor's,6
Donald Reed,35,Female,50703,M.S.,22
Gary Sanders,30,Female,77421,M.S.,11
Veronica Valdez,51,Female,72854,Ph.D.,29
Kevin Pratt,45,Female,96964,Bachelor's,14
Kenneth Shaw Jr.,59,Male,78207,M.S.,1
Lisa Stevens,61,Male,87028,Bachelor's,27
Dustin Harris,47,Female,87114,Ph.D.,21
Jennifer Estes,51,Male,65237,Ph.D.,3
Christopher Bautista,42,Male,99391,Bachelor's,30
Jennifer Robinson,59,Male,89395,Bachelor's,5
Erica Montgomery,42,Female,95103,M.S.,19
Jamie Martinez,50,Male,81125,M.S.,4
Mr. Erik Vasquez MD,62,Female,94784,Ph.D.,10
Anne Henderson,37,Male,60266,Ph.D.,1
Roy Bell,39,Female,68622,M.S.,19
Anthony Mitchell,36,Female,89532,Bachelor's,6
Frederick Evans,40,Male,59156,Ph.D.,24
Roy Jones,45,Female,71186,Bachelor's,12
David Sanders,47,Female,52467,M.S.,11
Jason Gould,63,Female,90278,Bachelor's,30
Aaron Cruz,54,Male,92197,Ph.D.,5
Savannah Griffin,38,Male,98457,M.S.,3
Amanda Allen,39,Male,98089,M.S.,3
Theodore Bell,49,Female,61898,Ph.D.,2
Michael Osborne,39,Female,89962,M.S.,28
Brett Smith,30,Male,58539,Ph.D.,6
Timothy Brown,30,Male,95878,Ph.D.,9
Tracey Lane,26,Male,90415,Bachelor's,9
Natalie Harris,54,Female,65133,Bachelor's,24
Brian Ortiz,44,Male,79626,M.S.,27
Tracy Cohen,58,Female,62304,Bachelor's,30
Stephanie Gibson,45,Female,65751,Ph.D.,28
Alexis Williams,54,Male,93516,M.S.,27
Tina Buchanan,58,Female,52968,M.S.,13
Rhonda Cooper,25,Female,56173,Ph.D.,14
Robert Zuniga,65,Female,78922,Bachelor's,7
Brian Hicks,30,Male,78921,M.S.,2
Cassidy Poole,36,Female,54175,M.S.,16
Mrs. Ariana Anderson,40,Female,61455,Ph.D.,1
Christopher Medina,62,Female,77271,Bachelor's,20
Cheryl Mason,54,Female,76812,M.S.,20
Scott Acosta,52,Female,76957,Ph.D.,4
Patricia Avila,34,Female,51759,Bachelor's,4
Kristy Wagner,36,Male,98122,Ph.D.,6
Amanda Scott,26,Male,72109,Bachelor's,18
Andrea Davenport,41,Female,57409,M.S.,12
Amy Hernandez,65,Female,95005,Ph.D.,10
Crystal Collins,38,Female,73757,Ph.D.,3
Mark Freeman,25,Male,86858,Ph.D.,29
Michael Mcdonald,36,Male,59378,Ph.D.,19
Ashley Bishop,25,Female,57501,Ph.D.,11
Amy Wilkinson,31,Female,57755,Ph.D.,1
Kyle Park,33,Female,92154,Bachelor's,22
Maxwell Irwin,59,Female,69122,Bachelor's,6
Victoria Parsons,39,Female,54984,M.S.,23
Michael Holland,51,Female,81642,Bachelor's,16
Michelle Phillips,52,Male,72208,Bachelor's,26
Martin Burnett,34,Male,60406,Ph.D.,13
Nicole Horn,59,Female,63079,Ph.D.,2
Stephen Cortez,37,Male,97776,Ph.D.,30
Kristy Mcmahon,64,Male,71968,M.S.,7
Christina Rosario,47,Male,50674,Bachelor's,17
Ann Douglas,62,Male,71007,M.S.,28
Joel Gonzalez,30,Female,85835,M.S.,11
Cassandra Lucas,38,Female,77347,Ph.D.,27
Andrew Clark,52,Female,52033,Bachelor's,1
Jennifer Parrish,41,Male,96207,Ph.D.,14
Michael Lee,60,Female,55290,Bachelor's,11
Brenda Brown,25,Female,70233,Ph.D.,3
Alexa Cooley,32,Male,73742,Bachelor's,21
Marissa Ramirez,43,Female,67705,Bachelor's,8
Nicole Steele,34,Male,64081,M.S.,2
Robert Wallace,46,Male,88625,Bachelor's,26
Bailey Walker,41,Male,51584,Ph.D.,26
Kenneth Anthony,58,Female,65206,Bachelor's,6
Jesus Mcconnell,51,Female,66911,M.S.,13
Christina Klein,55,Male,66367,Ph.D.,29
James Mullins,65,Male,96584,M.S.,20
Maria Acosta,62,Female,62245,Ph.D.,13
Megan Lester,41,Male,54212,M.S.,25
Jennifer Joseph,56,Female,96628,Bachelor's,2
Melissa Mayer,27,Male,64500,Ph.D.,24
Travis Reeves III,44,Male,59892,M.S.,23
Paul Lambert,55,Female,57002,Bachelor's,8
Amy Mann,60,Female,68265,Bachelor's,17
Claudia Rose,38,Female,54155,Bachelor's,5
Jack Bradley,49,Male,75652,Bachelor's,2
David Short,65,Male,52340,Bachelor's,22
Nicole Wells,60,Male,77631,M.S.,23
Douglas Padilla,42,Male,80363,Ph.D.,5
Robert Rivera,53,Male,89011,Bachelor's,9
Rose Rubio,36,Male,79013,Ph.D.,28
Melissa Lozano,41,Female,73781,M.S.,25
Frederick Russell,40,Female,54253,Ph.D.,10
Stephanie Proctor,51,Male,93840,Ph.D.,22
Glenda Duarte,39,Female,52173,M.S.,30
Gabrielle Bradley,29,Female,50027,Bachelor's,20
Steven Adams,52,Female,76811,Bachelor's,29
Kelli Cabrera,49,Female,87195,Ph.D.,6
Nicole Gray,45,Male,81542,Bachelor's,20
Clinton Lane,31,Male,66155,Bachelor's,26
Shirley Peterson,48,Male,60767,Ph.D.,19
Bruce Blair,28,Male,99706,M.S.,7
Samantha Santiago,25,Female,51017,Bachelor's,12
Sean Benjamin,45,Female,57590,M.S.,6
Justin Powell,52,Female,65042,Ph.D.,16
Curtis Briggs,56,Female,87716,M.S.,17
Elizabeth Evans,44,Male,76610,M.S.,4
Jennifer Mcguire,44,Male,95458,Bachelor's,19
Melissa Sloan,25,Male,96904,M.S.,21
Mr. Tyler Salazar,54,Male,75307,M.S.,23
Alexander Santiago,32,Female,51979,Bachelor's,3
Joe Byrd,30,Female,90949,Ph.D.,17
Gregory Weber,47,Male,93164,Ph.D.,14
Randy Harvey,49,Female,84530,Bachelor's,27
Billy Taylor,40,Female,73243,Bachelor's,27
David Myers,61,Female,58812,Ph.D.,5
Thomas Rios,58,Female,52128,Bachelor's,21
Bobby Callahan,64,Female,75172,Bachelor's,23
Mark Cohen,60,Male,64387,Ph.D.,6
Ashley Sandoval,41,Male,85811,Bachelor's,2
Tyler Gardner,31,Male,51877,Bachelor's,10
Jacob Leon,31,Male,82682,Bachelor's,30
Jeffrey Alvarado,61,Male,90362,M.S.,23
Erica Johnson,43,Male,60540,Ph.D.,8
Shane Leblanc,29,Male,57323,Ph.D.,21
Abigail Bell,50,Female,61367,Ph.D.,11
Jeffrey Novak,34,Male,55515,Ph.D.,11
James Rodriguez,39,Male,63392,Bachelor's,3
Steven Dodson,32,Female,84515,M.S.,28
Alan Smith,38,Female,70005,M.S.,15
Benjamin Becker,40,Female,76791,Bachelor's,28
Nicholas Noble,30,Female,95547,Ph.D.,17
Amanda Miller,25,Female,50072,Bachelor's,26
Eric Wang,37,Female,58872,Ph.D.,27
Derek Gonzalez,57,Female,83513,M.S.,7
Susan Sanders,25,Male,78471,M.S.,2
Jerry Parsons,30,Male,88524,M.S.,4
Matthew Gregory,43,Male,60445,M.S.,21
Ellen Mcdowell,50,Male,73608,Bachelor's,9
Karen Estrada,26,Male,98639,Ph.D.,18
Debra Stephenson,27,Female,91862,M.S.,10
Suzanne Sanders,46,Female,99390,M.S.,12
Keith Ferrell,39,Female,99790,M.S.,12
Hunter Taylor,40,Female,65955,M.S.,28
Albert Anderson,61,Male,58392,Bachelor's,5
Olivia Johnson,61,Male,84207,M.S.,7
Hannah Martinez,37,Male,54322,Bachelor's,22
Francis Green,51,Female,71843,M.S.,23
James Reynolds,52,Male,80138,Ph.D.,6
Eric Hill,62,Male,50172,Ph.D.,20
Lisa Sampson,62,Male,69216,Bachelor's,26
Emily Roberson,62,Female,67489,Ph.D.,4
Bradley Yates,48,Male,55041,M.S.,13
Eric Mosley,49,Male,59025,Ph.D.,26
Jose Salazar,36,Female,99670,M.S.,13
Zachary Rivera,44,Male,76224,M.S.,19
Dominique Russo,63,Male,52858,Bachelor's,26
Renee Beltran,46,Female,86400,Bachelor's,19
Jeffery Stephens,45,Male,60698,Ph.D.,17
Anita Melendez,59,Female,96661,Bachelor's,30
Lance Torres,32,Female,81580,M.S.,7
Kristen Fisher,62,Male,80323,Ph.D.,13
Brian Martinez,29,Male,98516,Ph.D.,14
Jessica Bright,64,Male,53318,Ph.D.,19
Kevin Berg,50,Male,81457,M.S.,13
Shawn Russell MD,38,Female,55042,M.S.,20
Raymond Evans DDS,40,Male,89350,Bachelor's,8
Nicholas Lee,54,Female,58535,Bachelor's,5
Dr. Molly Salazar,26,Female,58723,M.S.,8
Andrew Reynolds,47,Male,50214,Ph.D.,26
Mrs. Sherry House,64,Female,52776,Ph.D.,4
Mary Mccarty,48,Male,69265,Bachelor's,16
Mr. James Wyatt DDS,33,Female,79619,Bachelor's,30
William Ramos,26,Female,81685,Bachelor's,5
David Harmon,36,Female,66257,Ph.D.,12
Timothy Wolfe,51,Male,89438,Ph.D.,13
Emily Gonzales,60,Male,55688,Ph.D.,11
Elizabeth Bell,41,Female,95616,Bachelor's,25
Bryan Smith,40,Female,97138,Bachelor's,4
Mrs. Bianca Henry,38,Male,92024,Ph.D.,27
Jacob Miles,25,Female,89005,M.S.,12
Jonathan Ferguson,34,Female,91125,Ph.D.,27
Dr. Courtney Jones MD,58,Female,84946,M.S.,15
Dr. Julia Kim MD,63,Female,60353,Ph.D.,20
Cynthia Wade,59,Female,53361,Ph.D.,10
Clinton Guerrero,55,Male,64099,Bachelor's,4
Mr. David Hughes DDS,50,Female,89447,Ph.D.,25
Hannah Maynard,31,Male,65917,M.S.,26
Stacy Wilson,34,Female,67217,M.S.,23
Laura Castillo,34,Male,90230,Bachelor's,10
Jeffrey Leon MD,48,Female,59288,M.S.,8
Brendan Harris,56,Female,83136,M.S.,20
Michael Russell,26,Male,65389,Ph.D.,30
Mr. Justin White,63,Female,64395,Ph.D.,14
Daniel Schneider,31,Female,59816,M.S.,7
Kathleen Hale,60,Female,66624,M.S.,13
Michael Ramirez,28,Male,90126,M.S.,13
Joshua Torres,52,Female,96198,Bachelor's,22
Joe Flowers,51,Male,97150,M.S.,13
Amanda Williams,31,Female,87145,Ph.D.,19
Amy Meyer,37,Male,71609,Ph.D.,1
Angela Spencer,55,Female,99269,Ph.D.,20
Michael Singh,36,Male,64563,M.S.,7
Russell Brown,56,Female,83384,M.S.,22
Luke Alvarado,57,Female,95249,Ph.D.,17
Mary Valenzuela,32,Female,70130,M.S.,21
Jody Adams DDS,31,Female,84768,Ph.D.,28
Lisa Brown,47,Female,89131,Ph.D.,9
Austin Gordon,61,Female,56128,Ph.D.,19
Caleb Freeman,30,Female,65343,Bachelor's,22
Lisa Mason,54,Female,74770,Bachelor's,27
Kimberly Houston,55,Male,80376,Ph.D.,7
Randy Smith,36,Male,81180,Ph.D.,20
Rick Rodriguez,48,Male,73053,M.S.,7
Steven Johnson,25,Female,76099,Bachelor's,2
Heather Gonzalez,32,Male,86727,Bachelor's,29
Mario Dean,47,Male,93421,Ph.D.,19
Brittany Salas,39,Female,58600,M.S.,2
Karen Morris,37,Female,91655,Ph.D.,26
Erin Sims,54,Male,87307,Ph.D.,1
Jeffrey Reed,35,Male,73482,Ph.D.,22
Terri Patterson,36,Male,94387,Ph.D.,17
Christopher Giles,36,Female,81685,Ph.D.,21
Anne Butler,58,Male,96800,Bachelor's,26
Breanna Frey,61,Female,93098,M.S.,6
Vincent Hall,43,Female,99516,Bachelor's,1
Darrell Mccarthy,36,Male,68198,Bachelor's,7
Jennifer Hardy,38,Female,94600,M.S.,18
Aaron Briggs,26,Male,98589,Bachelor's,30
Kenneth Kim,48,Female,78575,Ph.D.,24
Michael Carter,51,Male,61896,M.S.,3
Russell Lee,46,Female,77017,M.S.,20
Matthew Burke,64,Female,81638,Ph.D.,11
Alyssa Williams,31,Female,78024,Bachelor's,14
Gerald Payne,57,Female,67391,Ph.D.,11
Joseph Bautista,57,Female,88941,Bachelor's,29
Dr. William Thomas,52,Male,59615,M.S.,14
Jonathan Cain,27,Male,91157,M.S.,25
Luke Martin DVM,50,Female,61161,Bachelor's,30
Margaret Anderson,37,Female,75799,M.S.,18
Victor Ibarra,59,Male,72929,Bachelor's,11
Craig Andrews,63,Female,86752,M.S.,3
Trevor Johnson,25,Male,68162,Ph.D.,6
Kathryn Thompson,41,Male,76633,M.S.,8
Molly Page,60,Female,71864,Bachelor's,23
Karen Wilson,54,Male,93323,Ph.D.,23
Crystal Bradford,51,Male,88633,Ph.D.,18
Jessica Thompson,27,Male,74389,Bachelor's,27
Miss Sheri Miller,45,Female,82364,Ph.D.,8
David Obrien,46,Female,85178,Bachelor's,6
Erik Baker,55,Male,54930,Ph.D.,10
Michael Weaver,41,Female,89988,M.S.,15
Robert Harris,64,Male,96758,M.S.,26
George Bryan,63,Male,70438,M.S.,26
Carolyn Hughes,51,Male,63371,Bachelor's,24
Bryan Pineda,34,Male,58477,Ph.D.,20
Jerry Page,52,Female,56858,M.S.,13
Raymond Fuller,47,Female,77081,Bachelor's,4
Gloria Daniels,35,Female,66722,M.S.,7
Timothy Myers,41,Female,50885,Bachelor's,24
Reginald Smith,64,Male,68119,Ph.D.,2
Nicholas Young,65,Female,97407,Ph.D.,8
Chelsea Jones,35,Female,53504,Bachelor's,30
Valerie Smith,50,Male,80221,Ph.D.,9
Nathan Walker,43,Female,57498,Bachelor's,19
Melissa Howard,45,Female,63466,Bachelor's,5
Eric Johnson,64,Male,87699,Ph.D.,26
Mary Fisher,50,Male,66837,Bachelor's,5
Jessica Cook,32,Female,72304,Bachelor's,13
Theodore Smith,42,Female,57291,Bachelor's,16
Cindy Rowe,25,Female,58007,M.S.,11
Megan Smith,43,Female,78567,Bachelor's,28
Sharon Kline,64,Female,51666,Ph.D.,17
Kathleen Lee,57,Male,70949,Ph.D.,27
Patricia Barnes,27,Male,60482,Bachelor's,1
Dean Brooks,31,Male,52899,Ph.D.,2
Kelly Nelson,32,Male,87484,Bachelor's,15
Kristopher Rodriguez,60,Female,67577,Ph.D.,21
Christopher Williams,41,Female,51733,Bachelor's,7
Mary Maynard,51,Female,64878,Bachelor's,15
Leah Mosley,30,Male,85501,Ph.D.,11
Mary Molina,36,Male,73032,Bachelor's,5
Joshua Eaton,41,Male,85835,Bachelor's,3
Robert Gaines,60,Female,85031,Ph.D.,28
Ronald Bradshaw,49,Male,87508,M.S.,30
Amanda Foster,39,Female,62675,Bachelor's,4
